Name of seller,Seller ID,Date,Region,State,Soda brand,Unit Price,Units Sold,Expenses,,,,
BevCo,1197831,5-11-2022,South,Louisiana,Coca-Cola,$0.35 ,"6,750",$567 ,,,,
BevCo,1197831,5-11-2022,South,Louisiana,Diet Coke,$0.35 ,"6,750",$449 ,,,,
BevCo,1197831,5-11-2022,South,Louisiana,Sprite,$0.60 ,"6,000","$1,656 ",,,,
BevCo,1197831,5-11-2022,South,Louisiana,Fanta,$0.60 ,"4,500",$351 ,,,,
BevCo,1197831,5-11-2022,South,Louisiana,Powerade,$0.55 ,"4,250",$491 ,,,,
BevCo,1197831,5-11-2022,South,Louisiana,Dasani Water,$0.65 ,"6,250","$1,666 ",,,,
BevCo,1197831,4-12-2022,South,Louisiana,Coca-Cola,$0.55 ,"7,750",$767 ,,,,
BevCo,1197831,4-12-2022,South,Louisiana,Diet Coke,$0.55 ,"7,750",$341 ,,,,
BevCo,1197831,4-12-2022,South,Louisiana,Sprite,$0.60 ,"6,750",$851 ,,,,
BevCo,1197831,4-12-2022,South,Louisiana,Fanta,$0.60 ,"5,250","$1,071 ",,,,
BevCo,1197831,4-12-2022,South,Louisiana,Powerade,$0.55 ,"4,750",$314 ,,,,
BevCo,1197831,4-12-2022,South,Louisiana,Dasani Water,$0.65 ,"7,250",$613 ,,,,
FizzySip,1128299,23-1-2022,West,Idaho,Coca-Cola,$0.30 ,"4,250",$217 ,,,,
FizzySip,1128299,23-1-2022,West,Idaho,Diet Coke,$0.40 ,"4,250",$357 ,,,,
FizzySip,1128299,23-1-2022,West,Idaho,Sprite,$0.40 ,"4,250",$238 ,,,,
FizzySip,1128299,23-1-2022,West,Idaho,Fanta,$0.40 ,"2,750",$55 ,,,,
FizzySip,1128299,23-1-2022,West,Idaho,Powerade,$0.45 ,"2,250",$81 ,,,,
FizzySip,1128299,23-1-2022,West,Idaho,Dasani Water,$0.40 ,"4,250",$187 ,,,,
FizzySip,1128299,23-2-2022,West,Idaho,Coca-Cola,$0.30 ,"4,750",$214 ,,,,
FizzySip,1128299,23-2-2022,West,Idaho,Diet Coke,$0.40 ,"3,750",$510 ,,,,
FizzySip,1128299,23-2-2022,West,Idaho,Sprite,$0.40 ,"3,750",$510 ,,,,
FizzySip,1128299,23-2-2022,West,Idaho,Fanta,$0.40 ,"2,250",$306 ,,,,
FizzySip,1128299,23-2-2022,West,Idaho,Powerade,$0.45 ,"1,500",$331 ,,,,
FizzySip,1128299,23-2-2022,West,Idaho,Dasani Water,$0.40 ,"3,500",$196 ,,,,
FizzySip,1128299,22-3-2022,West,Idaho,Coca-Cola,$0.40 ,"5,000",$280 ,,,,
FizzySip,1128299,22-3-2022,West,Idaho,Diet Coke,$0.50 ,"3,500",$263 ,,,,
FizzySip,1128299,22-3-2022,West,Idaho,Sprite,$0.50 ,"3,500",$420 ,,,,
FizzySip,1128299,22-3-2022,West,Idaho,Fanta,$0.50 ,"2,250",$214 ,,,,
FizzySip,1128299,22-3-2022,West,Idaho,Powerade,$0.55 ,"1,250",$316 ,,,,
FizzySip,1128299,22-3-2022,West,Idaho,Dasani Water,$0.50 ,"3,250",$211 ,,,,
FizzySip,1128299,23-4-2022,West,Idaho,Coca-Cola,$0.50 ,"5,000",$525 ,,,,
FizzySip,1128299,23-4-2022,West,Idaho,Diet Coke,$0.55 ,"3,000",$677 ,,,,
FizzySip,1128299,23-4-2022,West,Idaho,Sprite,$0.55 ,"3,500",$347 ,,,,
FizzySip,1128299,23-4-2022,West,Idaho,Fanta,$0.50 ,"2,500",$100 ,,,,
FizzySip,1128299,23-4-2022,West,Idaho,Powerade,$0.55 ,"1,500",$173 ,,,,
FizzySip,1128299,23-4-2022,West,Idaho,Dasani Water,$0.70 ,"3,250",$774 ,,,,
FizzySip,1128299,24-5-2022,West,Idaho,Coca-Cola,$0.50 ,"5,250",$315 ,,,,
FizzySip,1128299,24-5-2022,West,Idaho,Diet Coke,$0.55 ,"3,750",$268 ,,,,
FizzySip,1128299,24-5-2022,West,Idaho,Sprite,$0.55 ,"4,000",$374 ,,,,
FizzySip,1128299,24-5-2022,West,Idaho,Fanta,$0.50 ,"3,000",$315 ,,,,
FizzySip,1128299,24-5-2022,West,Idaho,Powerade,$0.55 ,"2,000",$154 ,,,,
FizzySip,1128299,24-5-2022,West,Idaho,Dasani Water,$0.70 ,"3,750",$131 ,,,,
FizzySip,1128299,23-6-2022,West,Idaho,Coca-Cola,$0.50 ,"6,250",$250 ,,,,
FizzySip,1128299,23-6-2022,West,Idaho,Diet Coke,$0.55 ,"4,750",$287 ,,,,
FizzySip,1128299,23-6-2022,West,Idaho,Sprite,$0.55 ,"4,750",$392 ,,,,
FizzySip,1128299,23-6-2022,West,Idaho,Fanta,$0.50 ,"3,500",$595 ,,,,
FizzySip,1128299,23-6-2022,West,Idaho,Powerade,$0.55 ,"2,250",$421 ,,,,
FizzySip,1128299,23-6-2022,West,Idaho,Dasani Water,$0.70 ,"5,250","$1,250 ",,,,
FizzySip,1128299,22-7-2022,West,Idaho,Coca-Cola,$0.50 ,"6,750","$1,654 ",,,,
FizzySip,1128299,22-7-2022,West,Idaho,Diet Coke,$0.55 ,"5,250",$404 ,,,,
FizzySip,1128299,22-7-2022,West,Idaho,Sprite,$0.55 ,"4,750",$366 ,,,,
FizzySip,1128299,22-7-2022,West,Idaho,Fanta,$0.50 ,"3,750",$281 ,,,,
FizzySip,1128299,22-7-2022,West,Idaho,Powerade,$0.55 ,"4,250",$561 ,,,,
FizzySip,1128299,22-7-2022,West,Idaho,Dasani Water,$0.70 ,"4,250",$565 ,,,,
FizzySip,1128299,23-8-2022,West,Idaho,Coca-Cola,$0.55 ,"6,250","$1,581 ",,,,
FizzySip,1128299,23-8-2022,West,Idaho,Diet Coke,$0.60 ,"5,750",$449 ,,,,
FizzySip,1128299,23-8-2022,West,Idaho,Sprite,$0.55 ,"4,500",$520 ,,,,
FizzySip,1128299,23-8-2022,West,Idaho,Fanta,$0.55 ,"4,000",$902 ,,,,
FizzySip,1128299,23-8-2022,West,Idaho,Powerade,$0.65 ,"4,000",$468 ,,,,
FizzySip,1128299,23-8-2022,West,Idaho,Dasani Water,$0.70 ,"3,750",$210 ,,,,
FizzySip,1128299,24-9-2022,West,Idaho,Coca-Cola,$0.45 ,"5,750",$543 ,,,,
FizzySip,1128299,24-9-2022,West,Idaho,Diet Coke,$0.50 ,"5,750",$978 ,,,,
FizzySip,1128299,24-9-2022,West,Idaho,Sprite,$0.45 ,"4,250",$230 ,,,,
FizzySip,1128299,24-9-2022,West,Idaho,Fanta,$0.45 ,"3,750",$219 ,,,,
FizzySip,1128299,24-9-2022,West,Idaho,Powerade,$0.55 ,"3,750",$351 ,,,,
FizzySip,1128299,24-9-2022,West,Idaho,Dasani Water,$0.60 ,"4,250",$536 ,,,,
FizzySip,1128299,23-10-2022,West,Idaho,Coca-Cola,$0.45 ,"5,000",$315 ,,,,
FizzySip,1128299,23-10-2022,West,Idaho,Diet Coke,$0.50 ,"5,000",$125 ,,,,
FizzySip,1128299,23-10-2022,West,Idaho,Sprite,$0.45 ,"3,250",$117 ,,,,
FizzySip,1128299,23-10-2022,West,Idaho,Fanta,$0.45 ,"3,000",$149 ,,,,
FizzySip,1128299,23-10-2022,West,Idaho,Powerade,$0.55 ,"2,750",$227 ,,,,
FizzySip,1128299,23-10-2022,West,Idaho,Dasani Water,$0.60 ,"3,250",$663 ,,,,
FizzySip,1128299,23-11-2022,West,Idaho,Coca-Cola,$0.45 ,"5,000",$765 ,,,,
FizzySip,1128299,23-11-2022,West,Idaho,Diet Coke,$0.50 ,"5,250",$893 ,,,,
FizzySip,1128299,23-11-2022,West,Idaho,Sprite,$0.45 ,"3,750",$827 ,,,,
FizzySip,1128299,23-11-2022,West,Idaho,Fanta,$0.45 ,"3,500",$221 ,,,,
FizzySip,1128299,23-11-2022,West,Idaho,Powerade,$0.55 ,"3,000",$231 ,,,,
FizzySip,1128299,23-11-2022,West,Idaho,Dasani Water,$0.60 ,"4,250",$383 ,,,,
FizzySip,1128299,22-12-2022,West,Idaho,Coca-Cola,$0.45 ,"6,250",$675 ,,,,
FizzySip,1128299,22-12-2022,West,Idaho,Diet Coke,$0.50 ,"6,250",$594 ,,,,
FizzySip,1128299,22-12-2022,West,Idaho,Sprite,$0.45 ,"4,250",$880 ,,,,
FizzySip,1128299,22-12-2022,West,Idaho,Fanta,$0.45 ,"4,250",$249 ,,,,
FizzySip,1128299,22-12-2022,West,Idaho,Powerade,$0.55 ,"3,500",$404 ,,,,
FizzySip,1128299,22-12-2022,West,Idaho,Dasani Water,$0.60 ,"4,500","$1,107 ",,,,
FizzySip,1128299,26-1-2022,West,Arizona,Coca-Cola,$0.35 ,"4,750",$299 ,,,,
FizzySip,1128299,26-1-2022,West,Arizona,Diet Coke,$0.45 ,"4,750",$171 ,,,,
FizzySip,1128299,26-1-2022,West,Arizona,Sprite,$0.45 ,"4,750",$449 ,,,,
FizzySip,1128299,26-1-2022,West,Arizona,Fanta,$0.45 ,"3,250",$497 ,,,,
FizzySip,1128299,26-1-2022,West,Arizona,Powerade,$0.50 ,"2,750",$165 ,,,,
FizzySip,1128299,26-1-2022,West,Arizona,Dasani Water,$0.45 ,"4,750",$278 ,,,,
FizzySip,1128299,26-2-2022,West,Arizona,Coca-Cola,$0.35 ,"5,250",$312 ,,,,
FizzySip,1128299,26-2-2022,West,Arizona,Diet Coke,$0.45 ,"4,250",$402 ,,,,
FizzySip,1128299,26-2-2022,West,Arizona,Sprite,$0.45 ,"4,250",$402 ,,,,
FizzySip,1128299,26-2-2022,West,Arizona,Fanta,$0.45 ,"2,750",$421 ,,,,
FizzySip,1128299,26-2-2022,West,Arizona,Powerade,$0.50 ,"2,000",$120 ,,,,
FizzySip,1128299,26-2-2022,West,Arizona,Dasani Water,$0.45 ,"4,000",$234 ,,,,
FizzySip,1128299,25-3-2022,West,Arizona,Coca-Cola,$0.45 ,"5,500",$421 ,,,,
FizzySip,1128299,25-3-2022,West,Arizona,Diet Coke,$0.55 ,"4,000",$462 ,,,,
FizzySip,1128299,25-3-2022,West,Arizona,Sprite,$0.55 ,"4,000",$308 ,,,,
FizzySip,1128299,25-3-2022,West,Arizona,Fanta,$0.55 ,"2,750",$76 ,,,,
FizzySip,1128299,25-3-2022,West,Arizona,Powerade,$0.60 ,"1,750",$84 ,,,,
FizzySip,1128299,25-3-2022,West,Arizona,Dasani Water,$0.55 ,"3,750",$227 ,,,,
FizzySip,1128299,26-4-2022,West,Arizona,Coca-Cola,$0.55 ,"5,500",$454 ,,,,
FizzySip,1128299,26-4-2022,West,Arizona,Diet Coke,$0.60 ,"3,500",$714 ,,,,
FizzySip,1128299,26-4-2022,West,Arizona,Sprite,$0.60 ,"4,000",$816 ,,,,
FizzySip,1128299,26-4-2022,West,Arizona,Fanta,$0.55 ,"3,000",$561 ,,,,
FizzySip,1128299,26-4-2022,West,Arizona,Powerade,$0.60 ,"2,000",$588 ,,,,
FizzySip,1128299,26-4-2022,West,Arizona,Dasani Water,$0.75 ,"3,750",$394 ,,,,
FizzySip,1128299,27-5-2022,West,Arizona,Coca-Cola,$0.55 ,"5,750",$443 ,,,,
FizzySip,1128299,27-5-2022,West,Arizona,Diet Coke,$0.60 ,"4,250",$383 ,,,,
FizzySip,1128299,27-5-2022,West,Arizona,Sprite,$0.60 ,"4,500",$648 ,,,,
FizzySip,1128299,27-5-2022,West,Arizona,Fanta,$0.55 ,"3,500",$366 ,,,,
FizzySip,1128299,27-5-2022,West,Arizona,Powerade,$0.60 ,"2,500",$690 ,,,,
FizzySip,1128299,27-5-2022,West,Arizona,Dasani Water,$0.75 ,"4,250",$414 ,,,,
FizzySip,1128299,26-6-2022,West,Arizona,Coca-Cola,$0.55 ,"7,000",$809 ,,,,
FizzySip,1128299,26-6-2022,West,Arizona,Diet Coke,$0.60 ,"5,500","$1,353 ",,,,
FizzySip,1128299,26-6-2022,West,Arizona,Sprite,$0.60 ,"5,500",$594 ,,,,
FizzySip,1128299,26-6-2022,West,Arizona,Fanta,$0.55 ,"4,250",$187 ,,,,
FizzySip,1128299,26-6-2022,West,Arizona,Powerade,$0.60 ,"3,000",$684 ,,,,
FizzySip,1128299,26-6-2022,West,Arizona,Dasani Water,$0.75 ,"6,000",$945 ,,,,
FizzySip,1128299,25-7-2022,West,Arizona,Coca-Cola,$0.55 ,"7,500","$1,403 ",,,,
FizzySip,1128299,25-7-2022,West,Arizona,Diet Coke,$0.60 ,"6,000",$432 ,,,,
FizzySip,1128299,25-7-2022,West,Arizona,Sprite,$0.60 ,"5,500",$429 ,,,,
FizzySip,1128299,25-7-2022,West,Arizona,Fanta,$0.55 ,"4,500",$421 ,,,,
FizzySip,1128299,25-7-2022,West,Arizona,Powerade,$0.60 ,"5,000",$630 ,,,,
FizzySip,1128299,25-7-2022,West,Arizona,Dasani Water,$0.75 ,"5,000",$525 ,,,,
FizzySip,1128299,26-8-2022,West,Arizona,Coca-Cola,$0.60 ,"7,000",$210 ,,,,
FizzySip,1128299,26-8-2022,West,Arizona,Diet Coke,$0.65 ,"6,500",$338 ,,,,
FizzySip,1128299,26-8-2022,West,Arizona,Sprite,$0.60 ,"5,250",$347 ,,,,
FizzySip,1128299,26-8-2022,West,Arizona,Fanta,$0.60 ,"4,750",$428 ,,,,
FizzySip,1128299,26-8-2022,West,Arizona,Powerade,$0.70 ,"4,750","$1,131 ",,,,
FizzySip,1128299,26-8-2022,West,Arizona,Dasani Water,$0.75 ,"4,500","$1,148 ",,,,
FizzySip,1128299,27-9-2022,West,Arizona,Coca-Cola,$0.50 ,"6,250","$1,063 ",,,,
FizzySip,1128299,27-9-2022,West,Arizona,Diet Coke,$0.55 ,"6,250","$1,684 ",,,,
FizzySip,1128299,27-9-2022,West,Arizona,Sprite,$0.50 ,"4,750",$333 ,,,,
FizzySip,1128299,27-9-2022,West,Arizona,Fanta,$0.50 ,"4,250",$298 ,,,,
FizzySip,1128299,27-9-2022,West,Arizona,Powerade,$0.60 ,"4,250",$383 ,,,,
FizzySip,1128299,27-9-2022,West,Arizona,Dasani Water,$0.65 ,"4,750",$741 ,,,,
FizzySip,1128299,26-10-2022,West,Arizona,Coca-Cola,$0.50 ,"5,500",$523 ,,,,
FizzySip,1128299,26-10-2022,West,Arizona,Diet Coke,$0.55 ,"5,500","$1,392 ",,,,
FizzySip,1128299,26-10-2022,West,Arizona,Sprite,$0.50 ,"3,750",$244 ,,,,
FizzySip,1128299,26-10-2022,West,Arizona,Fanta,$0.50 ,"3,500",$368 ,,,,
FizzySip,1128299,26-10-2022,West,Arizona,Powerade,$0.60 ,"3,250",$800 ,,,,
FizzySip,1128299,26-10-2022,West,Arizona,Dasani Water,$0.75 ,"3,750",$506 ,,,,
FizzySip,1128299,26-11-2022,West,Arizona,Coca-Cola,$0.60 ,"5,500",$264 ,,,,
FizzySip,1128299,26-11-2022,West,Arizona,Diet Coke,$0.65 ,"6,000",$819 ,,,,
FizzySip,1128299,26-11-2022,West,Arizona,Sprite,$0.60 ,"4,500",$918 ,,,,
FizzySip,1128299,26-11-2022,West,Arizona,Fanta,$0.60 ,"4,250",$306 ,,,,
FizzySip,1128299,26-11-2022,West,Arizona,Powerade,$0.70 ,"3,750",$341 ,,,,
FizzySip,1128299,26-11-2022,West,Arizona,Dasani Water,$0.75 ,"5,000",$638 ,,,,
FizzySip,1128299,25-12-2022,West,Arizona,Coca-Cola,$0.60 ,"7,000",$882 ,,,,
FizzySip,1128299,25-12-2022,West,Arizona,Diet Coke,$0.65 ,"7,000",$637 ,,,,
FizzySip,1128299,25-12-2022,West,Arizona,Sprite,$0.60 ,"5,000",$150 ,,,,
FizzySip,1128299,25-12-2022,West,Arizona,Fanta,$0.60 ,"5,000",$240 ,,,,
FizzySip,1128299,25-12-2022,West,Arizona,Powerade,$0.70 ,"4,250",$327 ,,,,
FizzySip,1128299,25-12-2022,West,Arizona,Dasani Water,$0.75 ,"5,250",$591 ,,,,
FizzySip,1128299,13-1-2022,West,New Mexico,Coca-Cola,$0.30 ,"4,500",$459 ,,,,
FizzySip,1128299,13-1-2022,West,New Mexico,Diet Coke,$0.40 ,"4,500",$612 ,,,,
FizzySip,1128299,13-1-2022,West,New Mexico,Sprite,$0.40 ,"4,500",$612 ,,,,
FizzySip,1128299,13-1-2022,West,New Mexico,Fanta,$0.40 ,"3,000",$588 ,,,,
FizzySip,1128299,13-1-2022,West,New Mexico,Powerade,$0.45 ,"2,500",$158 ,,,,
FizzySip,1128299,13-1-2022,West,New Mexico,Dasani Water,$0.40 ,"4,500",$252 ,,,,
FizzySip,1128299,13-2-2022,West,New Mexico,Coca-Cola,$0.30 ,"5,000",$225 ,,,,
FizzySip,1128299,13-2-2022,West,New Mexico,Diet Coke,$0.40 ,"4,000",$384 ,,,,
FizzySip,1128299,13-2-2022,West,New Mexico,Sprite,$0.40 ,"4,000",$304 ,,,,
FizzySip,1128299,13-2-2022,West,New Mexico,Fanta,$0.40 ,"2,500",$460 ,,,,
FizzySip,1128299,13-2-2022,West,New Mexico,Powerade,$0.45 ,"1,750",$102 ,,,,
FizzySip,1128299,13-2-2022,West,New Mexico,Dasani Water,$0.40 ,"3,750",$315 ,,,,
FizzySip,1128299,12-3-2022,West,New Mexico,Coca-Cola,$0.40 ,"5,250",$861 ,,,,
FizzySip,1128299,12-3-2022,West,New Mexico,Diet Coke,$0.50 ,"3,750",$338 ,,,,
FizzySip,1128299,12-3-2022,West,New Mexico,Sprite,$0.50 ,"3,750",$150 ,,,,
FizzySip,1128299,12-3-2022,West,New Mexico,Fanta,$0.50 ,"2,500",$263 ,,,,
FizzySip,1128299,12-3-2022,West,New Mexico,Powerade,$0.55 ,"1,500",$281 ,,,,
FizzySip,1128299,12-3-2022,West,New Mexico,Dasani Water,$0.50 ,"3,500",$210 ,,,,
FizzySip,1128299,13-4-2022,West,New Mexico,Coca-Cola,$0.50 ,"5,250",$341 ,,,,
FizzySip,1128299,13-4-2022,West,New Mexico,Diet Coke,$0.55 ,"3,250",$304 ,,,,
FizzySip,1128299,13-4-2022,West,New Mexico,Sprite,$0.55 ,"3,750",$433 ,,,,
FizzySip,1128299,13-4-2022,West,New Mexico,Fanta,$0.50 ,"2,750",$193 ,,,,
FizzySip,1128299,13-4-2022,West,New Mexico,Powerade,$0.55 ,"1,750",$48 ,,,,
FizzySip,1128299,13-4-2022,West,New Mexico,Dasani Water,$0.70 ,"3,500",$196 ,,,,
FizzySip,1128299,14-5-2022,West,New Mexico,Coca-Cola,$0.50 ,"5,500",$303 ,,,,
FizzySip,1128299,14-5-2022,West,New Mexico,Diet Coke,$0.55 ,"4,000",$330 ,,,,
FizzySip,1128299,14-5-2022,West,New Mexico,Sprite,$0.55 ,"4,250",$795 ,,,,
FizzySip,1128299,14-5-2022,West,New Mexico,Fanta,$0.50 ,"3,250",$553 ,,,,
FizzySip,1128299,14-5-2022,West,New Mexico,Powerade,$0.55 ,"2,250",$421 ,,,,
FizzySip,1128299,14-5-2022,West,New Mexico,Dasani Water,$0.70 ,"4,000","$1,372 ",,,,
FizzySip,1128299,13-6-2022,West,New Mexico,Coca-Cola,$0.50 ,"6,750",$473 ,,,,
FizzySip,1128299,13-6-2022,West,New Mexico,Diet Coke,$0.55 ,"5,250",$404 ,,,,
FizzySip,1128299,13-6-2022,West,New Mexico,Sprite,$0.55 ,"5,250",$433 ,,,,
FizzySip,1128299,13-6-2022,West,New Mexico,Fanta,$0.50 ,"4,000",$480 ,,,,
FizzySip,1128299,13-6-2022,West,New Mexico,Powerade,$0.55 ,"2,750",$287 ,,,,
FizzySip,1128299,13-6-2022,West,New Mexico,Dasani Water,$0.70 ,"5,750","$1,852 ",,,,
FizzySip,1128299,12-7-2022,West,New Mexico,Coca-Cola,$0.50 ,"7,250",$471 ,,,,
FizzySip,1128299,12-7-2022,West,New Mexico,Diet Coke,$0.55 ,"5,750",$664 ,,,,
FizzySip,1128299,12-7-2022,West,New Mexico,Sprite,$0.55 ,"5,250","$1,184 ",,,,
FizzySip,1128299,12-7-2022,West,New Mexico,Fanta,$0.50 ,"4,250",$383 ,,,,
FizzySip,1128299,12-7-2022,West,New Mexico,Powerade,$0.55 ,"4,750",$209 ,,,,
FizzySip,1128299,12-7-2022,West,New Mexico,Dasani Water,$0.70 ,"4,750",$698 ,,,,
FizzySip,1128299,13-8-2022,West,New Mexico,Coca-Cola,$0.55 ,"6,750","$1,262 ",,,,
FizzySip,1128299,13-8-2022,West,New Mexico,Diet Coke,$0.60 ,"6,250",$450 ,,,,
FizzySip,1128299,13-8-2022,West,New Mexico,Sprite,$0.55 ,"5,000",$358 ,,,,
FizzySip,1128299,13-8-2022,West,New Mexico,Fanta,$0.55 ,"4,500",$421 ,,,,
FizzySip,1128299,13-8-2022,West,New Mexico,Powerade,$0.65 ,"4,500",$614 ,,,,
FizzySip,1128299,13-8-2022,West,New Mexico,Dasani Water,$0.70 ,"4,250",$417 ,,,,
FizzySip,1128299,14-9-2022,West,New Mexico,Coca-Cola,$0.45 ,"6,000",$135 ,,,,
FizzySip,1128299,14-9-2022,West,New Mexico,Diet Coke,$0.50 ,"6,000",$240 ,,,,
FizzySip,1128299,14-9-2022,West,New Mexico,Sprite,$0.45 ,"4,500",$223 ,,,,
FizzySip,1128299,14-9-2022,West,New Mexico,Fanta,$0.45 ,"4,000",$270 ,,,,
FizzySip,1128299,14-9-2022,West,New Mexico,Powerade,$0.55 ,"4,000",$748 ,,,,
FizzySip,1128299,14-9-2022,West,New Mexico,Dasani Water,$0.60 ,"4,500",$918 ,,,,
FizzySip,1128299,13-10-2022,West,New Mexico,Coca-Cola,$0.45 ,"5,250",$803 ,,,,
FizzySip,1128299,13-10-2022,West,New Mexico,Diet Coke,$0.50 ,"5,250","$1,286 ",,,,
FizzySip,1128299,13-10-2022,West,New Mexico,Sprite,$0.45 ,"3,500",$221 ,,,,
FizzySip,1128299,13-10-2022,West,New Mexico,Fanta,$0.45 ,"3,250",$205 ,,,,
FizzySip,1128299,13-10-2022,West,New Mexico,Powerade,$0.55 ,"3,000",$248 ,,,,
FizzySip,1128299,13-10-2022,West,New Mexico,Dasani Water,$0.70 ,"3,500",$588 ,,,,
FizzySip,1128299,13-11-2022,West,New Mexico,Coca-Cola,$0.55 ,"5,250",$549 ,,,,
FizzySip,1128299,13-11-2022,West,New Mexico,Diet Coke,$0.60 ,"5,750","$1,587 ",,,,
FizzySip,1128299,13-11-2022,West,New Mexico,Sprite,$0.55 ,"4,250",$304 ,,,,
FizzySip,1128299,13-11-2022,West,New Mexico,Fanta,$0.55 ,"4,000",$462 ,,,,
FizzySip,1128299,13-11-2022,West,New Mexico,Powerade,$0.65 ,"3,500",$933 ,,,,
FizzySip,1128299,13-11-2022,West,New Mexico,Dasani Water,$0.70 ,"4,750",$599 ,,,,
FizzySip,1128299,12-12-2022,West,New Mexico,Coca-Cola,$0.55 ,"6,750",$297 ,,,,
FizzySip,1128299,12-12-2022,West,New Mexico,Diet Coke,$0.60 ,"6,750",$851 ,,,,
FizzySip,1128299,12-12-2022,West,New Mexico,Sprite,$0.55 ,"4,750",$888 ,,,,
FizzySip,1128299,12-12-2022,West,New Mexico,Fanta,$0.55 ,"4,750",$314 ,,,,
FizzySip,1128299,12-12-2022,West,New Mexico,Powerade,$0.65 ,"4,000",$338 ,,,,
FizzySip,1128299,12-12-2022,West,New Mexico,Dasani Water,$0.70 ,"5,000",$595 ,,,,
Sodapop,1185732,9-1-2022,Southeast,Georgia,Coca-Cola,$0.40 ,"10,250",$861 ,,,,
Sodapop,1185732,9-1-2022,Southeast,Georgia,Diet Coke,$0.40 ,"8,250",$462 ,,,,
Sodapop,1185732,9-1-2022,Southeast,Georgia,Sprite,$0.30 ,"8,250",$124 ,,,,
Sodapop,1185732,9-1-2022,Southeast,Georgia,Fanta,$0.35 ,"6,750",$189 ,,,,
Sodapop,1185732,9-1-2022,Southeast,Georgia,Powerade,$0.50 ,"7,250",$399 ,,,,
Sodapop,1185732,9-1-2022,Southeast,Georgia,Dasani Water,$0.40 ,"8,250",$495 ,,,,
Sodapop,1185732,7-2-2022,Southeast,Georgia,Coca-Cola,$0.40 ,"10,750","$1,462 ",,,,
Sodapop,1185732,7-2-2022,Southeast,Georgia,Diet Coke,$0.40 ,"7,250",$986 ,,,,
Sodapop,1185732,7-2-2022,Southeast,Georgia,Sprite,$0.30 ,"7,750",$791 ,,,,
Sodapop,1185732,7-2-2022,Southeast,Georgia,Fanta,$0.35 ,"6,250","$1,072 ",,,,
Sodapop,1185732,7-2-2022,Southeast,Georgia,Powerade,$0.50 ,"7,000",$490 ,,,,
Sodapop,1185732,7-2-2022,Southeast,Georgia,Dasani Water,$0.35 ,"8,000",$392 ,,,,
Sodapop,1185732,5-3-2022,Southeast,Georgia,Coca-Cola,$0.35 ,"10,200",$536 ,,,,
Sodapop,1185732,5-3-2022,Southeast,Georgia,Diet Coke,$0.35 ,"7,000",$588 ,,,,
Sodapop,1185732,5-3-2022,Southeast,Georgia,Sprite,$0.25 ,"7,250",$344 ,,,,
Sodapop,1185732,5-3-2022,Southeast,Georgia,Fanta,$0.30 ,"5,750",$794 ,,,,
Sodapop,1185732,5-3-2022,Southeast,Georgia,Powerade,$0.45 ,"6,250",$366 ,,,,
Sodapop,1185732,5-3-2022,Southeast,Georgia,Dasani Water,$0.35 ,"7,250",$533 ,,,,
Sodapop,1185732,6-4-2022,Southeast,Georgia,Coca-Cola,$0.35 ,"9,750","$1,399 ",,,,
Sodapop,1185732,6-4-2022,Southeast,Georgia,Diet Coke,$0.35 ,"6,750",$425 ,,,,
Sodapop,1185732,6-4-2022,Southeast,Georgia,Sprite,$0.25 ,"6,750",$135 ,,,,
Sodapop,1185732,6-4-2022,Southeast,Georgia,Fanta,$0.30 ,"6,000",$684 ,,,,
Sodapop,1185732,6-4-2022,Southeast,Georgia,Powerade,$0.50 ,"6,250",$656 ,,,,
Sodapop,1185732,6-4-2022,Southeast,Georgia,Dasani Water,$0.40 ,"7,750","$1,054 ",,,,
Sodapop,1185732,5-5-2022,Southeast,Georgia,Coca-Cola,$0.50 ,"10,450",$627 ,,,,
Sodapop,1185732,5-5-2022,Southeast,Georgia,Diet Coke,$0.50 ,"7,500",$488 ,,,,
Sodapop,1185732,5-5-2022,Southeast,Georgia,Sprite,$0.45 ,"7,250",$555 ,,,,
Sodapop,1185732,5-5-2022,Southeast,Georgia,Fanta,$0.45 ,"6,750",$638 ,,,,
Sodapop,1185732,5-5-2022,Southeast,Georgia,Powerade,$0.55 ,"7,000",$539 ,,,,
Sodapop,1185732,5-5-2022,Southeast,Georgia,Dasani Water,$0.60 ,"8,000",$240 ,,,,
Sodapop,1185732,7-6-2022,Southeast,Georgia,Coca-Cola,$0.55 ,"10,500",$462 ,,,,
Sodapop,1185732,7-6-2022,Southeast,Georgia,Diet Coke,$0.50 ,"8,000",$440 ,,,,
Sodapop,1185732,7-6-2022,Southeast,Georgia,Sprite,$0.50 ,"7,750",$581 ,,,,
Sodapop,1185732,7-6-2022,Southeast,Georgia,Fanta,$0.50 ,"7,500","$1,275 ",,,,
Sodapop,1185732,7-6-2022,Southeast,Georgia,Powerade,$0.65 ,"7,500","$1,658 ",,,,
Sodapop,1185732,7-6-2022,Southeast,Georgia,Dasani Water,$0.70 ,"9,250","$2,202 ",,,,
Sodapop,1185732,5-7-2022,Southeast,Georgia,Coca-Cola,$0.65 ,"11,500","$3,663 ",,,,
Sodapop,1185732,5-7-2022,Southeast,Georgia,Diet Coke,$0.60 ,"9,000",$756 ,,,,
Sodapop,1185732,5-7-2022,Southeast,Georgia,Sprite,$0.55 ,"8,250",$635 ,,,,
